category,ceremony,film,film_awards.nomsBaftas,film_awards.nomsGoldenGlobes,film_awards.nomsOscars,film_awards.winsBaftas,film_awards.winsGoldenGlobes,film_awards.winsOscars,name,winner,year_ceremony,year_film
Production Design,82,The Imaginarium of Doctor Parnassus,2,0,2,0,0,0,Production Design: Dave Warren and Anastasia Masaro; Set Decoration: Caroline Smith,false,2010,2009
Production Design,82,Nine,1,5,4,0,0,0,Production Design: John Myhre; Set Decoration: Gordon Sim,false,2010,2009
Production Design,82,Sherlock Holmes,0,0,2,0,1,0,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,false,2010,2009
Production Design,82,The Young Victoria,0,1,2,2,0,1,Production Design: Patrice Vermette; Set Decoration: Maggie Gray,false,2010,2009
Cinematography,82,Avatar,4,2,6,2,2,3,Mauro Fiore,true,2010,2009
Cinematography,82,Harry Potter and the Half-Blood Prince,2,0,1,0,0,0,Bruno Delbonnel,false,2010,2009
Cinematography,82,The Hurt Locker,2,3,3,5,0,6,Barry Ackroyd,false,2010,2009
Cinematography,82,Inglourious Basterds,4,3,7,1,1,1,Robert Richardson,false,2010,2009
Cinematography,82,The White Ribbon,1,0,2,0,1,0,Christian Berger,false,2010,2009
Costume Design,82,Bright Star,1,0,1,0,0,0,Janet Patterson,false,2010,2009
Costume Design,82,Coco before Chanel,4,0,1,0,0,0,Catherine Leterrier,false,2010,2009
Costume Design,82,The Imaginarium of Doctor Parnassus,2,0,2,0,0,0,Monique Prudhomme,false,2010,2009
Costume Design,82,Nine,1,5,4,0,0,0,Colleen Atwood,false,2010,2009
Costume Design,82,The Young Victoria,0,1,2,2,0,1,Sandy Powell,true,2010,2009
Directing,82,Avatar,4,2,6,2,2,3,James Cameron,false,2010,2009
Directing,82,The Hurt Locker,2,3,3,5,0,6,Kathryn Bigelow,true,2010,2009
Directing,82,Inglourious Basterds,4,3,7,1,1,1,Quentin Tarantino,false,2010,2009
Directing,82,"Precious: Based on the Novel 'Push' by Sapphire",3,2,4,1,1,2,Lee Daniels,false,2010,2009
Directing,82,Up in the Air,5,5,6,1,1,0,Jason Reitman,false,2010,2009
Documentary Feature Film,82,Burma VJ,0,0,1,0,0,0,Anders Østergaard and Lise Lense-Møller,false,2010,2009
Documentary Feature Film,82,The Cove,0,0,0,0,0,1,Louie Psihoyos and Fisher Stevens,true,2010,2009
Documentary Feature Film,82,"Food, Inc.",0,0,1,0,0,0,Robert Kenner and Elise Pearlstein,false,2010,2009
Documentary Feature Film,82,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,0,0,1,0,0,0,Judith Ehrlich and Rick Goldsmith,false,2010,2009
Documentary Feature Film,82,Which Way Home,0,0,1,0,0,0,Rebecca Cammisa,false,2010,2009
Documentary Short Film,82,"China's Unnatural Disaster: The Tears of Sichuan Province",0,0,1,0,0,0,"Jon Alpert and Matthew O'Neill",false,2010,2009
Documentary Short Film,82,The Last Campaign of Governor Booth Gardner,0,0,1,0,0,0,Daniel Junge and Henry Ansbacher,false,2010,2009
Documentary Short Film,82,The Last Truck: Closing of a GM Plant,0,0,1,0,0,0,Steven Bognar and Julia Reichert,false,2010,2009
Documentary Short Film,82,Music by Prudence,0,0,0,0,0,1,Roger Ross Williams and Elinor Burkett,true,2010,2009
Documentary Short Film,82,Rabbit à la Berlin,0,0,1,0,0,0,Bartek Konopka and Anna Wydra,false,2010,2009
Film Editing,82,Avatar,4,2,6,2,2,3,"Stephen Rivkin, John Refoua and James Cameron",false,2010,2009
Film Editing,82,District 9,6,1,4,0,0,0,Julian Clarke,false,2010,2009
Film Editing,82,The Hurt Locker,2,3,3,5,0,6,Bob Murawski and Chris Innis,true,2010,2009
Film Editing,82,Inglourious Basterds,4,3,7,1,1,1,Sally Menke,false,2010,2009
Film Editing,82,"Precious: Based on the Novel 'Push' by Sapphire",3,2,4,1,1,2,Joe Klotz,false,2010,2009
International Feature Film,82,Ajami,0,0,1,0,0,0,Israel,false,2010,2009
International Feature Film,82,The Milk of Sorrow,0,0,1,0,0,0,Peru,false,2010,2009
International Feature Film,82,A Prophet,0,1,1,1,0,0,France,false,2010,2009
International Feature Film,82,The Secret in Their Eyes,1,0,0,0,0,1,Argentina,true,2010,2009
International Feature Film,82,The White Ribbon,1,0,2,0,1,0,Germany,false,2010,2009
Makeup and Hairstyling,82,Il Divo,0,1,1,0,1,0,Aldo Signoretti and Vittorio Sodano,false,2010,2009
Makeup and Hairstyling,82,Star Trek,2,0,3,0,0,1,"Barney Burman, Mindy Hall and Joel Harlow",true,2010,2009
Makeup and Hairstyling,82,The Young Victoria,0,1,2,2,0,1,Jon Henry Gordon and Jenny Shircore,false,2010,2009
Music (Original Score),82,Avatar,4,2,6,2,2,3,James Horner,false,2010,2009
Music (Original Score),82,Fantastic Mr. Fox,1,1,2,0,0,0,Alexandre Desplat,false,2010,2009
Music (Original Score),82,The Hurt Locker,2,3,3,5,0,6,Marco Beltrami and Buck Sanders,false,2010,2009
Music (Original Score),82,Sherlock Holmes,0,0,2,0,1,0,Hans Zimmer,false,2010,2009
Music (Original Score),82,Up,2,0,3,1,2,2,Michael Giacchino,true,2010,2009
Music (Original Song),82,The Princess and the Frog,0,1,3,0,0,0,Music and Lyric by Randy Newman,false,2010,2009
Music (Original Song),82,The Princess and the Frog,0,1,3,0,0,0,Music and Lyric by Randy Newman,false,2010,2009
Music (Original Song),82,Paris 36,0,0,1,0,0,0,Music by Reinhardt Wagner; Lyric by Frank Thomas,false,2010,2009
Music (Original Song),82,Nine,1,5,4,0,0,0,Music and Lyric by Maury Yeston,false,2010,2009
Music (Original Song),82,Crazy Heart,1,0,1,0,2,2,Music and Lyric by Ryan Bingham and T Bone Burnett,true,2010,2009
Best Picture,82,Avatar,4,2,6,2,2,3,"James Cameron and Jon Landau, Producers",false,2010,2009
Best Picture,82,The Blind Side,0,0,1,0,1,1,"Gil Netter, Andrew A. Kosove and Broderick Johnson, Producers",false,2010,2009
Best Picture,82,District 9,6,1,4,0,0,0,"Peter Jackson and Carolynne Cunningham, Producers",false,2010,2009
Best Picture,82,An Education,5,1,3,1,0,0,"Finola Dwyer and Amanda Posey, Producers",false,2010,2009
Best Picture,82,The Hurt Locker,2,3,3,5,0,6,"Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers",true,2010,2009
Best Picture,82,Inglourious Basterds,4,3,7,1,1,1,"Lawrence Bender, Producer",false,2010,2009
Best Picture,82,"Precious: Based on the Novel 'Push' by Sapphire",3,2,4,1,1,2,"Lee Daniels, Sarah Siegel-Magness and Gary Magness, Producers",false,2010,2009
Best Picture,82,A Serious Man,1,1,2,0,0,0,"Joel Coen and Ethan Coen, Producers",false,2010,2009
Best Picture,82,Up,2,0,3,1,2,2,"Jonas Rivera, Producer",false,2010,2009
Best Picture,82,Up in the Air,5,5,6,1,1,0,"Daniel Dubiecki, Ivan Reitman and Jason Reitman, Producers",false,2010,2009
Short Film (Animated),82,French Roast,0,0,1,0,0,0,Fabrice O. Joubert,false,2010,2009
Short Film (Animated),82,"Granny O'Grimm's Sleeping Beauty",0,0,1,0,0,0,"Nicky Phelan and Darragh O'Connell",false,2010,2009
Short Film (Animated),82,The Lady and the Reaper (La Dama y la Muerte),0,0,1,0,0,0,Javier Recio Gracia,false,2010,2009
Short Film (Animated),82,Logorama,0,0,0,0,0,1,Nicolas Schmerkin,true,2010,2009
Short Film (Animated),82,A Matter of Loaf and Death,0,0,1,1,0,0,Nick Park,false,2010,2009
Short Film (Live Action),82,The Door,0,0,0,0,0,0,Juanita Wilson and James Flynn,false,2010,2009
Short Film (Live Action),82,Instead of Abracadabra,0,0,1,0,0,0,Patrik Eklund and Mathias Fjellström,false,2010,2009
Short Film (Live Action),82,Kavi,0,0,1,0,0,0,Gregg Helvey,false,2010,2009
Short Film (Live Action),82,Miracle Fish,0,0,1,0,0,0,Luke Doolan and Drew Bailey,false,2010,2009
Short Film (Live Action),82,The New Tenants,0,0,0,0,0,1,Joachim Back and Tivi Magnusson,true,2010,2009
Sound,82,Avatar,4,2,6,2,2,3,"Christopher Boyes, Gary Summers, Andy Nelson and Tony Johnson",false,2010,2009
Sound,82,The Hurt Locker,2,3,3,5,0,6,Paul N.J. Ottosson and Ray Beckett,true,2010,2009
Sound,82,Inglourious Basterds,4,3,7,1,1,1,"Michael Minkler, Tony Lamberti and Mark Ulano",false,2010,2009
Sound,82,Star Trek,2,0,3,0,0,1,"Anna Behlmer, Andy Nelson and Peter J. Devlin",false,2010,2009
Sound,82,Transformers: Revenge of the Fallen,0,0,1,0,0,0,"Greg P. Russell, Gary Summers and Geoffrey Patterson",false,2010,2009
Visual Effects,82,Avatar,4,2,6,2,2,3,"Joe Letteri, Stephen Rosenbaum, Richard Baneham and Andrew R. Jones",true,2010,2009
Visual Effects,82,District 9,6,1,4,0,0,0,"Dan Kaufman, Peter Muyzers, Robert Habros and Matt Aitken",false,2010,2009
Visual Effects,82,Star Trek,2,0,3,0,0,1,"Roger Guyett, Russell Earl, Paul Kavanagh and Burt Dalton",false,2010,2009
Writing (Adapted Screenplay),82,District 9,6,1,4,0,0,0,Written by Neill Blomkamp and Terri Tatchell,false,2010,2009
Writing (Adapted Screenplay),82,An Education,5,1,3,1,0,0,Screenplay by Nick Hornby,false,2010,2009
Writing (Adapted Screenplay),82,In the Loop,1,0,1,0,0,0,"Screenplay by Jesse Armstrong, Simon Blackwell, Armando Iannucci, Tony Roche",false,2010,2009
Writing (Adapted Screenplay),82,"Precious: Based on the Novel 'Push' by Sapphire",3,2,4,1,1,2,Screenplay by Geoffrey Fletcher,true,2010,2009
Writing (Adapted Screenplay),82,Up in the Air,5,5,6,1,1,0,Screenplay by Jason Reitman and Sheldon Turner,false,2010,2009
Writing (Original Screenplay),82,The Hurt Locker,2,3,3,5,0,6,Written by Mark Boal,true,2010,2009
Writing (Original Screenplay),82,Inglourious Basterds,4,3,7,1,1,1,Written by Quentin Tarantino,false,2010,2009
Writing (Original Screenplay),82,The Messenger,0,1,2,0,0,0,Written by Alessandro Camon & Oren Moverman,false,2010,2009
Writing (Original Screenplay),82,A Serious Man,1,1,2,0,0,0,Written by Joel Coen & Ethan Coen,false,2010,2009
Writing (Original Screenplay),82,Up,2,0,3,1,2,2,"Screenplay by Bob Peterson, Pete Docter; Story by Pete Docter, Bob Peterson, Tom McCarthy",false,2010,2009
Actor in a Leading Role,83,Biutiful,2,1,2,0,0,0,Javier Bardem,false,2011,2010
Actor in a Leading Role,83,True Grit,7,0,10,1,0,0,Jeff Bridges,false,2011,2010
Actor in a Leading Role,83,The Social Network,3,2,5,2,4,3,Jesse Eisenberg,false,2011,2010
Actor in a Leading Role,83,"The King's Speech",6,6,8,5,1,4,Colin Firth,true,2011,2010
Actor in a Leading Role,83,127 Hours,5,3,6,0,0,0,James Franco,false,2011,2010
Actor in a Supporting Role,83,The Fighter,3,4,5,0,2,2,Christian Bale,true,2011,2010
Actor in a Supporting Role,83,"Winter's Bone",0,1,4,0,0,0,John Hawkes,false,2011,2010
Actor in a Supporting Role,83,The Town,1,1,1,0,0,0,Jeremy Renner,false,2011,2010
Actor in a Supporting Role,83,The Kids Are All Right,4,2,4,0,2,0,Mark Ruffalo,false,2011,2010
Actor in a Supporting Role,83,"The King's Speech",6,6,8,5,1,4,Geoffrey Rush,false,2011,2010
Actress in a Leading Role,83,The Kids Are All Right,4,2,4,0,2,0,Annette Bening,false,2011,2010
Actress in a Leading Role,83,Rabbit Hole,0,1,1,0,0,0,Nicole Kidman,false,2011,2010
Actress in a Leading Role,83,"Winter's Bone",0,1,4,0,0,0,Jennifer Lawrence,false,2011,2010
Actress in a Leading Role,83,Black Swan,10,3,4,1,1,1,Natalie Portman,true,2011,2010
Actress in a Leading Role,83,Blue Valentine,0,2,1,0,0,0,Michelle Williams,false,2011,2010
Actress in a Supporting Role,83,The Fighter,3,4,5,0,2,2,Amy Adams,false,2011,2010
Actress in a Supporting Role,83,"The King's Speech",6,6,8,5,1,4,Helena Bonham Carter,false,2011,2010
Actress in a Supporting Role,83,The Fighter,3,4,5,0,2,2,Melissa Leo,true,2011,2010
Actress in a Supporting Role,83,True Grit,7,0,10,1,0,0,Hailee Steinfeld,false,2011,2010
Actress in a Supporting Role,83,Animal Kingdom,0,1,1,0,0,0,Jacki Weaver,false,2011,2010
Animated Feature Film,83,How to Train Your Dragon,1,1,2,0,0,0,Chris Sanders and Dean DeBlois,false,2011,2010
Animated Feature Film,83,The Illusionist,0,1,1,0,0,0,Sylvain Chomet,false,2011,2010
Animated Feature Film,83,Toy Story 3,2,0,3,1,1,2,Lee Unkrich,true,2011,2010
Production Design,83,Alice in Wonderland,2,3,1,2,0,2,"Production Design: Robert Stromberg; Set Decoration: Karen O'Hara",true,2011,2010
Production Design,83,Harry Potter and the Deathly Hallows Part 1,2,0,2,0,0,0,Production Design: Stuart Craig; Set Decoration: Stephenie McMillan,false,2011,2010
Production Design,83,Inception,4,4,4,3,0,4,Production Design: Guy Hendrix Dyas; Set Decoration: Larry Dias and Doug Mowat,false,2011,2010
Production Design,83,"The King's Speech",6,6,8,5,1,4,Production Design: Eve Stewart; Set Decoration: Judy Farr,false,2011,2010
Production Design,83,True Grit,7,0,10,1,0,0,Production Design: Jess Gonchor; Set Decoration: Nancy Haigh,false,2011,2010
Cinematography,83,Black Swan,10,3,4,1,1,1,Matthew Libatique,false,2011,2010
Cinematography,83,Inception,4,4,4,3,0,4,Wally Pfister,true,2011,2010
Cinematography,83,"The King's Speech",6,6,8,5,1,4,Danny Cohen,false,2011,2010
Cinematography,83,The Social Network,3,2,5,2,4,3,Jeff Cronenweth,false,2011,2010
Cinematography,83,True Grit,7,0,10,1,0,0,Roger Deakins,false,2011,2010
Costume Design,83,Alice in Wonderland,2,3,1,2,0,2,Colleen Atwood,true,2011,2010
Costume Design,83,I Am Love,1,1,1,0,0,0,Antonella Cannarozzi,false,2011,2010
Costume Design,83,"The King's Speech",6,6,8,5,1,4,Jenny Beavan,false,2011,2010
Costume Design,83,The Tempest,0,0,1,0,0,0,Sandy Powell,false,2011,2010
Costume Design,83,True Grit,7,0,10,1,0,0,Mary Zophres,false,2011,2010
Directing,83,Black Swan,10,3,4,1,1,1,Darren Aronofsky,false,2011,2010
Directing,83,The Fighter,3,4,5,0,2,2,David O. Russell,false,2011,2010
Directing,83,"The King's Speech",6,6,8,5,1,4,Tom Hooper,true,2011,2010
Directing,83,The Social Network,3,2,5,2,4,3,David Fincher,false,2011,2010
Directing,83,True Grit,7,0,10,1,0,0,Joel Coen and Ethan Coen,false,2011,2010
Documentary Feature Film,83,Exit through the Gift Shop,1,0,1,0,0,0,"Banksy and Jaimie D'Cruz",false,2011,2010
Documentary Feature Film,83,Gasland,0,0,1,0,0,0,Josh Fox and Trish Adlesic,false,2011,2010
Documentary Feature Film,83,Inside Job,0,0,0,0,0,1,Charles Ferguson and Audrey Marrs,true,2011,2010
Documentary Feature Film,83,Restrepo,0,0,1,0,0,0,Tim Hetherington and Sebastian Junger,false,2011,2010
Documentary Feature Film,83,Waste Land,0,0,1,0,0,0,Lucy Walker and Angus Aynsley,false,2011,2010
Documentary Short Film,83,Killing in the Name,0,0,1,0,0,0,Jed Rothstein,false,2011,2010
Documentary Short Film,83,Poster Girl,0,0,1,0,0,0,Sara Nesson and Mitchell W. Block,false,2011,2010
Documentary Short Film,83,Strangers No More,0,0,0,0,0,1,Karen Goodman and Kirk Simon,true,2011,2010
Documentary Short Film,83,Sun Come Up,0,0,1,0,0,0,Jennifer Redfearn and Tim Metzger,false,2011,2010
Documentary Short Film,83,The Warriors of Qiugang,0,0,1,0,0,0,Ruby Yang and Thomas Lennon,false,2011,2010
Film Editing,83,Black Swan,10,3,4,1,1,1,Andrew Weisblum,false,2011,2010
Film Editing,83,The Fighter,3,4,5,0,2,2,Pamela Martin,false,2011,2010
Film Editing,83,"The King's Speech",6,6,8,5,1,4,Tariq Anwar,false,2011,2010
Film Editing,83,127 Hours,5,3,6,0,0,0,Jon Harris,false,2011,2010
Film Editing,83,The Social Network,3,2,5,2,4,3,Angus Wall and Kirk Baxter,true,2011,2010
International Feature Film,83,Biutiful,2,1,2,0,0,0,Mexico,false,2011,2010
International Feature Film,83,Dogtooth,0,0,1,0,0,0,Greece,false,2011,2010
International Feature Film,83,In a Better World,0,0,0,0,3,1,Denmark,true,2011,2010
International Feature Film,83,Incendies,1,0,1,0,0,0,Canada,false,2011,2010
International Feature Film,83,Outside the Law (Hors-la-loi),0,0,1,0,0,0,Algeria,false,2011,2010
Makeup and Hairstyling,83,"Barney's Version",0,0,1,0,1,0,Adrien Morot,false,2011,2010
Makeup and Hairstyling,83,The Way Back,0,0,1,0,0,0,"Edouard F. Henriques, Gregory Funk and Yolanda Toussieng",false,2011,2010
Makeup and Hairstyling,83,The Wolfman,0,0,0,0,0,1,Rick Baker and Dave Elsey,true,2011,2010
Music (Original Score),83,How to Train Your Dragon,1,1,2,0,0,0,John Powell,false,2011,2010
Music (Original Score),83,Inception,4,4,4,3,0,4,Hans Zimmer,false,2011,2010
Music (Original Score),83,"The King's Speech",6,6,8,5,1,4,Alexandre Desplat,false,2011,2010
Music (Original Score),83,127 Hours,5,3,6,0,0,0,A.R. Rahman,false,2011,2010
Music (Original Score),83,The Social Network,3,2,5,2,4,3,Trent Reznor and Atticus Ross,true,2011,2010
Music (Original Song),83,Country Strong,0,1,1,0,0,0,"Music and Lyric by Tom Douglas, Troy Verges and Hillary Lindsey",false,2011,2010
Music (Original Song),83,Tangled,0,2,1,0,0,0,Music by Alan Menken; Lyric by Glenn Slater,false,2011,2010
Music (Original Song),83,127 Hours,5,3,6,0,0,0,Music by A.R. Rahman; Lyric by Dido and Rollo Armstrong,false,2011,2010
Music (Original Song),83,Toy Story 3,2,0,3,1,1,2,Music and Lyric by Randy Newman,true,2011,2010
Best Picture,83,Black Swan,10,3,4,1,1,1,"Mike Medavoy, Brian Oliver and Scott Franklin, Producers",false,2011,2010
Best Picture,83,The Fighter,3,4,5,0,2,2,"David Hoberman, Todd Lieberman and Mark Wahlberg, Producers",false,2011,2010
Best Picture,83,Inception,4,4,4,3,0,4,"Emma Thomas and Christopher Nolan, Producers",false,2011,2010
Best Picture,83,The Kids Are All Right,4,2,4,0,2,0,"Gary Gilbert, Jeffrey Levy-Hinte and Celine Rattray, Producers",false,2011,2010
Best Picture,83,"The King's Speech",6,6,8,5,1,4,"Iain Canning, Emile Sherman and Gareth Unwin, Producers",true,2011,2010
Best Picture,83,127 Hours,5,3,6,0,0,0,"Christian Colson, Danny Boyle and John Smithson, Producers",false,2011,2010
Best Picture,83,The Social Network,3,2,5,2,4,3,"Scott Rudin, Dana Brunetti, Michael De Luca and Ceán Chaffin, Producers",false,2011,2010
Best Picture,83,Toy Story 3,2,0,3,1,1,2,"Darla K. Anderson, Producer",false,2011,2010
Best Picture,83,True Grit,7,0,10,1,0,0,"Scott Rudin, Ethan Coen and Joel Coen, Producers",false,2011,2010
Best Picture,83,"Winter's Bone",0,1,4,0,0,0,"Anne Rosellini and Alix Madigan-Yorkin, Producers",false,2011,2010
Short Film (Animated),83,Day & Night,0,0,0,0,0,0,Teddy Newton,false,2011,2010
Short Film (Animated),83,The Gruffalo,1,0,1,0,0,0,Jakob Schuh and Max Lang,false,2011,2010
Short Film (Animated),83,"Let's Pollute",0,0,1,0,0,0,Geefwee Boedoe,false,2011,2010
Short Film (Animated),83,The Lost Thing,0,0,0,0,0,1,Shaun Tan and Andrew Ruhemann,true,2011,2010
Short Film (Animated),83,"Madagascar, carnet de voyage (Madagascar, a Journey Diary)",0,0,1,0,0,0,Bastien Dubois,false,2011,2010
Short Film (Live Action),83,The Confession,0,0,0,0,0,0,Tanel Toom,false,2011,2010
Short Film (Live Action),83,The Crush,0,0,1,0,0,0,Michael Creagh,false,2011,2010
Short Film (Live Action),83,God of Love,0,0,0,0,0,1,Luke Matheny,true,2011,2010
Short Film (Live Action),83,Na Wewe,0,0,1,0,0,0,Ivan Goldschmidt,false,2011,2010
Short Film (Live Action),83,Wish 143,0,0,1,0,0,0,Ian Barnes and Samantha Waite,false,2011,2010
Sound,83,Inception,4,4,4,3,0,4,"Lora Hirschberg, Gary A. Rizzo and Ed Novick",true,2011,2010
Sound,83,"The King's Speech",6,6,8,5,1,4,"Paul Hamblin, Martin Jensen and John Midgley",false,2011,2010
Sound,83,Salt,0,0,1,0,0,0,"Jeffrey J. Haboush, Greg P. Russell, Scott Millan and William Sarokin",false,2011,2010
Sound,83,The Social Network,3,2,5,2,4,3,"Ren Klyce, David Parker, Michael Semanick and Mark Weingarten",false,2011,2010
Sound,83,True Grit,7,0,10,1,0,0,"Skip Lievsay, Craig Berkey, Greg Orloff and Peter F. Kurland",false,2011,2010
Visual Effects,83,Alice in Wonderland,2,3,1,2,0,2,"Ken Ralston, David Schaub, Carey Villegas and Sean Phillips",false,2011,2010
Visual Effects,83,Harry Potter and the Deathly Hallows Part 1,2,0,2,0,0,0,"Tim Burke, John Richardson, Christian Manz and Nicolas Aithadi",false,2011,2010
Visual Effects,83,Hereafter,0,0,1,0,0,0,"Michael Owens, Bryan Grill, Stephan Trojansky and Joe Farrell",false,2011,2010
Visual Effects,83,Inception,4,4,4,3,0,4,"Paul Franklin, Chris Corbould, Andrew Lockley and Peter Bebb",true,2011,2010
Visual Effects,83,Iron Man 2,0,0,1,0,0,0,"Janek Sirrs, Ben Snow, Ged Wright and Daniel Sudick",false,2011,2010
Writing (Adapted Screenplay),83,127 Hours,5,3,6,0,0,0,Screenplay by Danny Boyle & Simon Beaufoy,false,2011,2010
Writing (Adapted Screenplay),83,The Social Network,3,2,5,2,4,3,Screenplay by Aaron Sorkin,true,2011,2010
Writing (Adapted Screenplay),83,Toy Story 3,2,0,3,1,1,2,"Screenplay by Michael Arndt; Story by John Lasseter, Andrew Stanton and Lee Unkrich",false,2011,2010
Writing (Adapted Screenplay),83,True Grit,7,0,10,1,0,0,Written for the screen by Joel Coen & Ethan Coen,false,2011,2010
Writing (Adapted Screenplay),83,"Winter's Bone",0,1,4,0,0,0,Adapted for the screen by Debra Granik & Anne Rosellini,false,2011,2010
Writing (Original Screenplay),83,Another Year,1,0,1,0,0,0,Written by Mike Leigh,false,2011,2010
Writing (Original Screenplay),83,The Fighter,3,4,5,0,2,2,Screenplay by Scott Silver and Paul Tamasy & Eric Johnson; Story by Keith Dorrington & Paul Tamasy & Eric Johnson,false,2011,2010
Writing (Original Screenplay),83,Inception,4,4,4,3,0,4,Written by Christopher Nolan,false,2011,2010
Writing (Original Screenplay),83,The Kids Are All Right,4,2,4,0,2,0,Written by Lisa Cholodenko & Stuart Blumberg,false,2011,2010
